0,1,2,3
4.946016455380215,2.280831044493362,2.5547392375721136,0.0
3.77315097691124,9.965742301546493,4.081972003331971,1.0
7.605366880088843,3.1000934868533205,3.465412045626973,1.0
1.4546685649615498,9.726646847174504,9.091784379924901,1.0
3.1359074649670458,8.882000375238881,6.745730658222639,1.0
5.071841239129765,5.24103502664114,9.280009278165524,1.0
6.683375687766801,0.5225869110650927,3.270573040630146,0.0
1.798276940637874,9.259331725010426,9.380152229423919,1.0
7.326876089065166,4.617476762644321,9.313292676059481,1.0
6.832057705273451,6.499158680890622,5.987651786627821,1.0
6.823571691363788,8.780563026023462,7.9671726328106836,1.0
9.178782191583899,7.818336777267559,7.2575027834927175,1.0
9.163084493529114,3.8771099373029614,2.949295455270283,1.0
4.6784622898128445,2.5533891434456333,8.389958887041779,0.0
2.271141706968911,6.598764460343065,4.791162450429529,1.0
1.3896007126961285,1.1230718363845127,4.777849654183796,0.0
9.58071049103565,5.837923114234625,5.266640910849083,1.0
9.192570164477491,2.5200886475819217,6.826326107161539,1.0
2.2696164702474486,7.160171985352681,7.977601074917579,1.0
8.537224957854123,4.215458067022293,0.05439868860820707,1.0
0.139053656832,5.889099304624494,3.8299309627351388,0.0
8.644540088880618,8.216570312999396,7.374916849082085,1.0
4.0152910346764115,7.486200012742543,5.596294452094263,1.0
2.9810165145363356,6.023791734848237,4.256768396096984,1.0
4.867298571508747,4.998916380848989,9.17459482555014,1.0
0.49697686154183573,4.626920294333426,4.082190226752013,0.0
0.7051577837500278,5.82108611165585,9.870217983557753,0.0
2.123761181247945,9.611350495070694,7.069540751212099,1.0
3.808524070675979,6.387404964017096,5.024285691182481,1.0
2.971746669299815,8.28144234160914,1.7545596569028543,1.0
5.883148291178578,0.16534456792077878,3.7002217678098823,0.0
1.2728055084633982,1.7926822593705194,1.6645858516935574,0.0
9.059520476016754,2.354009785637614,4.07259924437035,1.0
8.302340177311434,2.920076220686647,1.7382853179944335,1.0
9.024291630570321,5.949369247340968,4.126133333212665,1.0
3.084841658471108,3.1787873090341687,4.1508601590967835,0.0
7.952695172873712,0.3703341312787889,7.345410975262729,1.0
2.444245269759111,9.85076859449168,6.750058446228198,1.0
2.4305470050611975,0.5169587728748348,7.097430634930683,0.0
0.2283521761259677,9.131425236532664,7.28273712301883,1.0
2.7313544836586043,1.7059351220584151,3.2260101781969395,0.0
4.906024530259101,1.307157463334474,7.381837365075368,0.0
5.706507078011555,5.333379332109729,2.3352303568875166,1.0
4.64742170589591,8.060310971825377,0.18585111354473938,1.0
2.5099336218190005,6.605265612088682,6.364459584636439,1.0
7.1890954891260535,3.399234323308561,5.496428683576248,1.0
1.7851273856500083,2.5070410321807977,1.3387970383976067,0.0
9.390303407775844,9.714528866738535,1.4255658876253685,1.0
1.003978384765316,0.8181246995631308,7.683756722411612,0.0
4.621764472252867,0.8401003612094293,3.3150228369763424,0.0
9.002720438977232,8.653286045311804,3.8426349430443962,1.0
0.371297051302375,5.013262191754581,1.1389308690338062,0.0
4.368208027260914,3.2698638865567964,7.515016076049061,0.0
4.851143311422581,0.06560620321159782,0.05271149971967981,0.0
3.529730904314473,3.750666191944172,3.6509706026890996,0.0
1.708973128963469,9.791248627882485,7.75069269146681,1.0
5.254628781502804,2.3845431522502434,4.85138572452581,0.0
5.004825543382751,4.296747760742607,2.508490382747129,1.0
6.433708594323325,2.514951358481242,1.9150807459548636,1.0
3.8072579101338686,9.169172785742008,0.5222500318557355,1.0
4.977214229306993,5.793403931304883,8.075472325238657,1.0
4.721469746220411,0.9868775811520081,7.274452140031307,0.0
7.024515316033293,3.5734981611502814,1.9376318940298287,1.0
5.465109815646841,9.589155392333975,9.159632934417989,1.0
8.657391805146053,2.281828069609564,8.016848666641156,1.0
1.9467780362333886,1.4734560965790722,3.6728392472479987,0.0
1.1083079867785028,1.700292246613353,6.579115279401907,0.0
2.5547055701966617,1.094092635570647,7.85072419610654,0.0
6.120207427005612,8.982481498018464,3.9116820540443875,1.0
3.1668102111728116,0.2025084454427406,5.932215480735205,0.0
6.909495503710456,6.702227139358506,2.3524092065236966,1.0
1.971193850591424,6.544769812150618,6.485003067002256,1.0
0.23473159728964466,7.793600419263688,0.13174975305289327,1.0
7.550694792944861,6.423840138862741,8.51721505463965,1.0
3.033684192587809,4.13637737748434,1.6798213881340296,0.0
4.359324353336932,3.956240595799636,5.667741711449161,1.0
9.443403612535494,3.278285514738336,2.313886474307819,1.0
8.530335636388882,0.23975392242924665,2.484703757075293,1.0
2.253032038373389,4.548383408524775,8.325027571448322,0.0
1.0183042676024279,4.110014381998041,9.06792537083428,0.0
1.3949692712337403,2.397423110754925,9.048502783407582,0.0
1.614468802392014,2.994816004606906,5.673911785556237,0.0
6.129335658526753,5.458002130873913,7.037152253244602,1.0
8.656139687862655,2.6636658329905485,8.538477928620186,1.0
2.687215339114395,9.140646825397896,4.648523796457901,1.0
3.240584693445301,8.543884688008994,9.822992758605238,1.0
3.474476703025565,1.9477317527634497,8.058037720003771,0.0
7.327934204870662,7.913587064066015,0.5462179683216584,1.0
2.937860870596799,1.5664900192486753,5.665264984299229,0.0
3.2162957513187616,8.677348999123716,3.0624897861810374,1.0
0.6517379997082418,0.505527247499481,5.9351817055869605,0.0
3.3164781115619943,2.0624400822932087,3.1018516015240847,0.0
8.427222500624648,6.954685147250926,5.88694092469476,1.0
5.178553222779449,8.691839426080843,7.203538665309997,1.0
7.362987122604308,6.514705124027272,4.4561735825344435,1.0
6.719503251923427,2.531575681728601,3.4759393119895665,1.0
7.03918792339217,5.161445635705466,9.254780770240561,1.0
3.5071601448394505,5.861175393215685,9.482275774258747,1.0
8.156847021849096,1.3691661881676342,5.2763562267619495,1.0
7.024334545903923,1.8791635391309247,0.6647641886859568,1.0
2.62783521397719,9.278199148942548,3.363437511050844,1.0
4.125972652013708,7.689849955752541,1.3533333203146847,1.0
8.684261174842353,2.530671119237191,0.6589780409546742,1.0
3.1376616068721153,4.262642342857623,2.4472451720350907,0.0
2.4146482026113425,3.389205767217435,5.601365711055024,0.0
9.537648827239574,7.55769889630853,4.337183870134077,1.0
9.247481073155205,4.058093043161181,1.0640997508470773,1.0
2.888479483220434,0.8045565983678549,8.280649280663434,0.0
1.3431095408921179,2.2702831347317387,6.780770133121981,0.0
2.1659220345323393,3.8920011469764635,6.32301579095111,0.0
4.35929565439281,6.759375633320576,7.148397147670707,1.0
1.0179335381008958,6.833612505846194,5.7985862586407855,0.0
3.823507694355052,6.078041690214865,6.484821387841167,1.0
2.705902239848937,0.5500388012519475,4.5378400907709535,0.0
5.047450298690867,8.58222820584586,3.9501139654422976,1.0
0.7654064267454697,3.3423451528626638,0.4013983354491557,0.0
5.745664096092289,8.917165292122945,4.823238840209756,1.0
9.196956407571466,2.249051620182022,7.1828286172021,1.0
6.9674384820450985,8.921325510019685,2.2318204134459996,1.0
3.0492064315485,2.6850536611276077,8.612213936546148,0.0
3.9355491771715903,3.678819815871167,9.561975979965911,0.0
2.359002932514774,0.22683833589265734,8.769580655853662,0.0
1.617066527268446,4.285922550250829,5.131681947561001,0.0
0.023744656104158768,9.703058506792427,9.81440403027434,1.0
5.941668090456014,0.28071601486209463,6.313169767700605,0.0
8.501243420092695,9.564613061431297,2.4740549456459506,1.0
8.722405039866553,6.299352079941059,2.9801984833427086,1.0
6.896432121014414,9.448223498902639,9.826351880816206,1.0
6.33428919919486,3.226441703923495,3.436837781274187,1.0
7.849010343548926,0.35792241489680743,4.183899894379264,1.0
3.5562194572787087,8.987238455619085,9.654530989337026,1.0
8.01557108715477,7.681259944940747,1.8315250702351582,1.0
6.285480183078781,3.688347196573071,0.16058265700856333,1.0
5.822560756539659,2.230985893545565,8.00080305173475,1.0
4.767225823539959,4.1308770039267095,3.3883971623813802,1.0
9.971632849261496,9.027533134011561,2.5651682801298636,1.0
3.312960630158691,0.32727350009249756,4.439557221089629,0.0
9.854771753550475,1.8502885634965394,3.6486172589411145,1.0
5.300778377396783,2.001999568788322,8.142952497144332,0.0
3.5700628363591482,8.587356683498683,1.3185440081620814,1.0
1.5700308881102265,6.323879885905297,1.0760637187433408,0.0
7.07775903727157,8.738575056703253,3.918064272785511,1.0
5.286603957155876,0.3620565159385458,8.920687222772296,0.0
8.97424797594969,8.966610054270909,7.221345801515271,1.0
6.7757377737153535,9.399976861518677,9.224775981169985,1.0
2.020846450227519,3.1413818791314494,2.512043565910944,0.0
0.018441581408408236,2.0851924040970147,7.248208688787204,0.0
5.547619371667027,7.0853252738200565,4.685900990859287,1.0
0.48722007896412567,6.142885882456314,6.75091296424222,0.0
7.583192135171383,1.1754563729244272,2.2077429316727395,1.0
0.16399610111863194,2.7239314345074184,3.059331713233928,0.0
8.200535422478394,9.304223459728066,2.0747442086958845,1.0
9.815077641838188,4.975894195009866,0.37549361457090646,1.0
0.3158521756097732,9.373299387829771,3.5661902663799774,1.0
8.096029818417678,1.7313264793271543,6.563115729583742,1.0
2.1367555011290005,2.8347950527080723,9.053988742737728,0.0
2.9963598942371936,6.589526564124992,8.548082631524164,1.0
0.9839181137564401,2.554005365982992,7.409819125251539,0.0
6.5630148602716165,0.02042231239730463,0.5987438031802605,0.0
5.490391155617333,3.504530012633722,6.926668982656511,1.0
3.4014452871702314,6.514553867987672,4.97211356490973,1.0
7.746144124939445,0.7734541724453892,0.19405913475477599,1.0
4.8295946291408045,5.4172284813756555,9.824762317074153,1.0
5.391785062358251,9.470281937075526,1.5318816317149853,1.0
6.24943181625095,3.0397066778680513,8.357329878837946,1.0
8.530587477837908,6.200791057022755,8.717205386817744,1.0
1.1252658333401844,7.846905963751075,0.19751916645621148,1.0
7.324546951632954,7.323848388682784,9.674254800930607,1.0
5.256742462420361,4.016574193004116,4.953701520768777,1.0
4.40952786254906,5.0831130145446135,2.5984940519253663,1.0
2.9313694669695503,8.707663061121341,9.521020039274129,1.0
4.296798934968161,8.79548514934284,5.153009405793696,1.0
5.712666114139161,7.237187844665863,6.649923289704733,1.0
7.6819110862222875,5.94785718980461,7.085473660958956,1.0
0.04783929354262195,3.297197591502825,4.388948231800801,0.0
1.0861904928431787,4.87369975456722,7.853232226502032,0.0
4.966009825681244,6.046551490346897,3.2248986151654835,1.0
2.757317645516201,1.0938182947121533,3.3687223632842622,0.0
3.6444019967260255,5.304142729517457,9.631577018151834,1.0
0.9341596536121544,9.464829485338313,5.141568023453676,1.0
1.7460481458749566,0.21300199432196298,2.2753783184143184,0.0
3.4439874805492297,9.887158419557569,4.177884780601941,1.0
0.2912529467319003,4.056723522330445,7.517804356286916,0.0
4.2098437497528876,3.1567346555157174,2.2160955479637865,0.0
1.8908874868089165,9.99659803105555,0.3236264275716394,1.0
1.1730593598385763,5.48228244907709,5.819156898836667,0.0
1.641021845943248,6.208960437269527,9.177050704426492,0.0
0.8794910618264085,7.291853989232283,1.8183034881654137,1.0
8.51133456476228,7.667601062780753,6.185483714683929,1.0
0.82922353012024,7.405488872630983,4.7066536287799545,1.0
4.654319698694339,0.3532270022995265,1.1499083422645073,0.0
3.697010817136505,6.919409433836911,2.4125663064251803,1.0
6.631975354948584,6.561397923393212,1.6926503031559192,1.0
2.5933698362737276,6.448930541709336,5.5063251261981865,1.0
8.616881664716608,5.807233018743968,6.980660941531119,1.0
1.8313968610890718,9.23823493021463,6.442803430089594,1.0
4.254105492139299,4.255459131470865,0.06840131275988148,1.0
3.4068625308998337,6.7563022635342795,0.8850989826338462,1.0
2.7070448450295115,1.2544212559503731,9.779289547189787,0.0
1.6416287604404278,2.2085663787895413,2.246192252864194,0.0
2.5776244261335313,2.9643919336119695,5.867624110332226,0.0
0.5795731359393896,7.635567120403872,4.908773387791152,1.0
4.066242549774458,2.9321096006778182,0.9595026037564047,0.0
2.092797474048669,5.9149474937855935,2.8883620803026036,1.0
8.965198389635683,6.729425322725615,7.575710249053429,1.0
5.019212897547527,4.755840631952117,8.119105610051236,1.0
1.4280246276515263,2.5704770008694746,4.175503710519642,0.0
8.589989860552393,1.6975260233978495,5.549278752964102,1.0
5.4050789125836225,1.4290394345837765,7.583812168163964,0.0
2.1362932409642954,0.7088217096995975,9.410753768144824,0.0
1.8924635160867742,9.530882474300201,4.8230730053234305,1.0
9.397796210093775,0.5970931830224735,7.959938554482649,1.0
3.1277861799760567,9.863313713678764,0.6745343377917568,1.0
0.8536125480428713,8.652129865609698,2.0000514387823563,1.0
9.460290519446923,1.074820461086129,8.39536836177515,1.0
9.346109593955497,1.117249930372357,3.084455858356079,1.0
5.941659185161015,1.7187832456449659,6.6160965780497225,0.0
1.4764801943908812,7.69281559346299,4.098206155300406,1.0
8.263214633114744,5.51749907689762,9.456466866328856,1.0
8.635805780394278,7.126339273747957,3.625805665517543,1.0
4.8717669831959665,6.374659003768334,2.1798766000899326,1.0
6.617311093730903,2.743137863073449,6.541051300908554,1.0
5.937805469134617,6.88131424807697,5.747012328472582,1.0
0.35294589527120834,4.988980851811694,8.703728775806677,0.0
9.253109548733946,1.2967926575416489,1.078936990390541,1.0
1.0270423146456575,6.145350872105735,1.8028198977692833,0.0
6.578989685802753,6.573255327038083,4.709149560304592,1.0
5.364214799262753,8.676402122622665,4.918578020065797,1.0
